hgnc_symbol	adipose	colon	heart	hypothalamus	kidney
NHLH2	0	0	0	0.288	0.007
NHLRC3	7.831	2.734	3.853	4.923	6.967
NHLRC4	0	0	0.027	0	0.091
NHS	1.549	0.572	0.807	2.16	4.767
NIPA2	0.556	0.567	0.822	0.803	1.091
NISCH	1.43	2.307	1.438	5.959	2.357
NKAIN2	0.044	0.116	0.034	3.326	0.006
NKAIN3	0	0	0	0.339	0.036
NKX6-1	0	0	0	0.17	0
NLGN4X	0.156	0.259	1.022	4.24	0.082
NLK	1.204	1.221	1.849	9.735	3.558
NLRP12	0.029	0.06	0.063	0.02	0.019
NLRP2	0.063	1.172	0.037	1.058	0.782
NLRP7	0	0.023	0.017	0	0
NMB	0.931	0	0.036	0.185	0.109
NME1-NME2	0	0	0	0	0
NMNAT2	1.633	5.841	1.511	14.415	0.266
NMNAT3	0.453	0.373	0.71	0.915	1.294
NMT1	4.09	2.722	3.515	6.951	4.848
NMU	0	0.127	0	1.218	0.115
NMUR1	0.314	0.149	0.023	0.046	0.057
NMUR2	0.036	0.05	0	0.037	0.036
NOL10	7.985	2.744	10.438	6.971	9.379
NOM1	3.124	2.37	2.853	3.934	2.822
NOP10	11.737	7.69	14.182	11.898	12.996
NOP14	7.503	5.607	9.222	6.767	7.691
NOP2	0.673	0.773	1.175	1.263	0.965
NOSTRIN	13.519	2.096	12.194	3.041	13.026
NOTCH4	0.343	0.141	0.224	0.135	0.261
NOV	0.861	0.376	4.924	3.321	1.091
NOX1	0	2.562	0	0	0
NOX3	0	0	0	0.056	0
NOX4	2.239	0.094	3.3	0.346	20.947
NOX5	0.213	0.02	0.022	0.059	0.05
NPAS2	0.284	1.117	2.752	3.255	2.348
NPB	0	0	0	0.062	0
NPBWR1	0	0	0	0.077	0
NPEPPS	4.358	4.137	5.461	9.675	6.871
NPHP1	0.796	0.558	1.776	2.906	2.556
NPHP3	2.763	2.361	1.954	0.868	2.337
NPHS1	0.015	0.026	0	0	2.845
NPM2	0.033	0.397	0.186	4.547	0.607
NPNT	0.793	4.516	3.77	2.24	15.746
NPPC	0	0	0	0	0
NPR3	12.485	0.535	4.491	0.645	13.702
NPSR1	0	0	0	0.027	0.013
NPVF	0	0	0	0.128	0
NPY2R	0.02	0.092	0.221	3.177	0.01
NPY5R	2.092	0.153	0.425	0.966	1.177
NQO1	53.457	2.564	2.198	4.298	10.098
NR1H4	0	5.052	0.113	0.301	20.894
NR1I2	0.017	1.176	0.034	0.017	0.029
NR2E1	0.034	0.111	0.04	0.617	0.028
NR2E3	0	0.037	0	0	0.035
NR2F6	0.997	3.236	1.788	1.197	1.768
NR3C1	8.99	2.191	4.694	5.254	4.205
NR4A3	1.774	0.686	11.893	3.279	1.483
NRBF2	3.118	1.383	2.163	2.998	1.848
NRF1	0.345	0.827	0.435	0.582	0.496
NRG2	0.22	0.171	0.081	0.189	0.019
NRIP2	0.489	1.112	0.759	1.925	1.59
NRL	0.019	0.052	0.057	0.134	0.103
NSD1	3.626	3.23	3.525	5.244	4.556
NSFL1C	3.084	2.385	2.43	4.7	2.651
NSL1	0.822	0.556	0.788	1.774	1.149
GIYD1	0	0	0	0	0
NT5C	3.59	5.903	3.15	3.423	3.527
NT5DC1	1.42	0.362	2.294	2.277	3.028
NT5M	0	0	0	0	0.058
NTM	1.969	0.747	1.143	9.745	0.203
NTN3	0	0.078	0.019	0	0.009
NTN4	3.017	1.316	10.577	2.316	16.248
NTN5	0	0.042	0	0.083	0
GIYD2	0	0	0	0	0
NTNG2	0	0.017	0.018	0.405	0.006
NTRK1	0	0.068	0	0.128	0.021
NTSR1	0	0.137	0	0.073	0.153
NTSR2	0	0	0	1.084	0
NUDC	14.168	13.875	29.571	35.805	18.359
NUDT10	0.073	0.475	0.503	3.522	1.334
NUDT12	0.779	0.789	1.042	2.9	3.822
NUDT15	1.489	1.183	2.259	1.63	3.219
NUDT16	9.556	5.851	15.283	17.672	25.575
NUDT16L1	0.252	0.548	0.412	0.231	0.508
GJB4	0	0	0	0.027	0.026
NUDT19	0.186	0.399	0.346	0.23	0.381
NUDT4	0.015	0.027	0.151	0.008	0.177
GLUD2	1.761	1.167	2.443	10.726	5.892
NUDT5	5.215	3.396	1.997	3.084	5.498
NUDT6	0.069	0.145	0.105	0.285	0.418
GOLGA8F	0	0	0	0	0
NUDT9	7.163	3.853	10.153	15.004	13.628
NUDT9P1	0.103	0.096	0.539	0.53	0.398
NUP160	4.216	2.986	3.99	2.52	4.774
NUP210	0.189	0.765	0.122	0.474	0.802
NUP210L	0.21	0.09	0.175	0.147	0.325
NUP62	2.369	3.135	2.037	3.099	1.866
NUPL1	1.298	0.754	2.372	2.997	3.373
NUPR1	15.22	7.641	8.197	4.113	8.295
NUSAP1	1.123	2.635	0.716	0.157	0.398
NUTF2	1.451	1.48	2.146	2.053	1.8
NVL	1.932	2.37	1.488	2.234	2.985
NWD1	0.017	0.092	0.02	1.285	0.095
NXNL2	0	0	0	0	0
NXPH2	0.014	0	0	1.525	0.746
NXT1	0.197	0.506	1.018	0.441	0.697
NYNRIN	0.626	1.342	0.676	0.357	0.569
NYX	0	0	0	0.029	0.134
OAS1	4.176	2.432	1.418	0.847	1.694
OASL	0.07	0.114	0.059	0	0.035
OAZ1	11.311	6.417	13.144	14.548	8.526
OAZ3	0.518	0.091	0.11	0.49	0.24
OCEL1	0.606	0.778	0.632	0.521	1.088
OCIAD1	2.896	1.653	5.479	11.033	6.321
ODZ2	0.004	0.093	12.239	4.694	0.45
OGDH	14.173	11.885	34.731	17.721	25.237
OGDHL	0	0.136	0.088	3.441	8.749
OIP5	0.564	1.956	0.256	0.061	0.09
OLAH	0.044	0.261	0.189	0.068	0.1
OLFML1	3.597	0.941	1.075	0.448	0.836
OLFML2A	1.656	1.958	1.146	0.394	0.502
OLIG1	0	0.102	0.041	7.269	0.203
OPALIN	0	0.11	0	7.16	0
OPHN1	1.463	1.076	1.733	4.397	2.243
OPLAH	0.009	0.083	0.144	0.009	0.106
OPRL1	0.023	0.024	0.012	0.26	0.006
GPAM	82.668	4.525	2.739	2.337	1.088
OR10A3	0	0	0	0	0
OR10G3	0	0	0	0	0
OR10H3	0	0	0	0	0
OR10J1	0	0	0	0	0
GPR45	0	0.075	0	0.198	0.011
GPR85	0.162	0.005	0.2	0.764	0.066
OR12D3	0	0	0	0	0
OR13A1	0	0	0	0.146	0
GPR89B	0.017	0	0	0.018	0.096
OR14J1	0	0	0	0	0
OR1D2	0	0	0.099	0	0
OR1E1	0	0	0	0	0
GPR97	0.014	0.087	0.056	0	0.035
OR1L1	0	0	0	0	0
GSC	0.185	0	0.063	0	0
H19	45.773	9.069	93.509	10.72	13.255
HADH	19.243	10.194	17.745	5.212	14.769
HAS2AS	0.045	0.031	0.011	0	0.011
HBD	0.19	0	0	0.147	0.024
OR2H1	0	0.043	0	0	0
OR2J2	0	0.025	0	0.036	0
OR3A1	0	0	0	0	0.02
OR4C15	0	0	0	0	0
OR4C45	0	0	0	0	0
OR4D1	0	0	0	0	0
OR4K1	0	0	0	0	0
OR4P4	0	0	0	0	0
OR51B2	0	0	0	0	0.018
OR51G1	0	0	0	0	0
HBII-85_groupIII-related	0	0	0	0	0
HCG26	0.592	2.356	0.3	0.354	0.944
HCN1	0.007	0.019	0.382	5.886	0.01
HDHD1A	0.755	1.009	1.925	1.399	2.175
HERV-FRD	0.111	0.646	0.209	0.161	0.472
HES5	0	0.059	0	0.203	0
HFE2	0.125	0.158	7.018	0.026	0.114
HIPK2	11.105	4.052	18.518	22.28	18.562
HKR1	3.698	3.6	5.824	5.433	6.925
HMGB3L1	0	0.116	0.042	0.085	0.104
OR5E1P	0	0.099	0.358	0	0
OR5H14	0	0	0	0	0
OR5H2	0	0	0	0	0
OR5K4	0	0	0	0	0.019
HMX3	0	0	0	0	0
HN1L	1.356	2.583	1.984	1.44	3.358
HPS5	1.377	0.669	1.582	1.281	1.387
HSD17B7P2	0.105	0.11	0.067	0.243	0.079
HSFYP1	0	0	0	0	0
IMPG2	0.099	0.046	0.1	0.306	0.092
JMY	1.558	1.501	2.057	3.823	2.847
OR8B8	0	0	0	0	0
CTAGE6	0	0.019	0.028	0	0.014
CTRB2	0	0.116	0	0	0
CTXN3	0	0	0	0.914	2.572
CUGBP1	4.954	6.903	5.187	9.145	7.712
CUGBP2	3.359	1.286	3.64	6.073	0.475
OR9G9	0	0	0	0	0
ORAI2	0.072	0.518	0.144	0.464	0.257
CXorf15	4.923	1.685	4.327	4.331	4.035
CXorf30	0	0	0	0.252	0.058
ORMDL3	15.792	6.657	8.662	7.258	9.591
OSBP2	0.025	0.19	0.064	0.515	0.188
OSBPL2	5.496	6.117	4.491	9.976	5.136
OSBPL5	0.239	0.621	0.208	0.134	0.216
CYMP	0.089	0	0.015	0	0
OSR2	0.452	0.36	0.136	0	0.083
OSTCL	0.62	0.326	0.252	0.352	0.329
OSTN	0	0.128	0	0.377	0
OTC	0.067	0.453	0.125	0.046	0
OTOF	0	0.005	0.011	0.574	0
OTOS	0	0	0	0	0.033
OTUD6B	3.173	1.357	4.997	6.342	3.682
OTUD7A	0.084	0.118	0.123	1.021	0.177
OTUD7B	7.754	4.756	6.425	9.218	5.153
OVOL2	0	1.141	0	0.146	0.37
OXCT2	0.02	0.226	0.347	0.187	0.051
OXGR1	0	0.056	0	0.166	0.154
OXSM	0.343	0.744	0.991	0.742	1.366
OXSR1	5.853	3.076	7.724	4.205	8.121
DCTN2	8.597	6.245	8.534	15.315	6.144
P2RX4	1.63	2.118	0.754	0.579	1.509
P2RX5	0.035	0.206	0.669	0.894	0.053
P2RY10	0.021	0.187	0.021	0	0.01
P2RY11	0.019	0.468	0.085	0.134	0.131
P2RY2	0.015	0.479	0.598	0.165	0.081
P2RY4	0	0.173	0	0	0.023
P2RY6	0.072	0.084	0.292	0.322	0.363
P4HA1	4.563	2.705	18.445	4.051	7.115
DDX12	0	0	0	0	0
PABPC1L	0.207	0.35	0.035	0.267	0.784
PACRG	0.024	0	0.326	1.055	0.852
PACS1	2.855	1.409	5.72	4.93	2.822
PACSIN2	6.338	14.107	10.386	10.833	15.57
PADI3	0	0	0	0	0
PAEP	0	0.032	0	0	0
PAGE3	0	0	0	0	0
DDX39	2.186	1.823	0.885	1.318	1.067
PAIP2B	1.317	2.567	16.39	20.412	7.107
PAK1	4.346	12.093	3.408	42.242	7.427
PALM2	1.352	0.155	0.66	1.735	0.276
PAM	14.741	4.65	75.891	16.026	11.451
DFNB31	0.054	0.121	0.032	0.459	0.124
PANX1	4.736	2.248	10.412	10.239	4.334
PAOX	0.076	0.16	0.026	0.21	0.205
PAPL	0	0.104	0	0.038	0.006
PAPOLA	14.594	10.265	35.146	20.899	22.756
PAPOLB	0.155	0.175	0.438	0.125	0.148
PAPOLG	2.984	1.908	3.482	4.918	2.66
PAPPA2	0.168	0.177	0.085	0.711	1.455
PAQR4	0.177	0.124	0.215	0.985	0.007
PAQR7	1.421	1.948	1.141	3.535	11.77
PAR-SN	0.552	1.102	3.786	9.826	3.508
PAR1	0	0	0.07	0.157	0.192
PAR5	1.23	2.196	11.645	32.801	11.741
PARD6B	0.239	0.49	0.384	0.419	6.754
DGKH	1.392	1.471	1.435	3.728	1.628
PARL	10.969	8.252	7.844	13.901	7.316
PARP15	0.627	0.716	0.256	0.028	0.117
PARP3	4.693	3.156	3.333	3.153	4.999
PARS2	0.188	0.69	0.564	0.71	0.829
DIRC3	0.442	0.263	0.296	0.165	0.199
PARVA	15.381	9.198	11.788	4.16	6.662
PARVG	0.342	0.327	0.126	0.289	0.126
PATL1	7.065	7.327	7.553	5.885	9.614
PAX6	0.037	0.052	0.065	1.327	0.102
PBLD	0.63	3.34	0.259	0.836	15.042
PBX4	0.051	0.089	0	0.184	0.013
PC	1.734	0.264	0.182	1.419	1.548
PCA3	0.206	0.902	0.584	0.223	1.072
PCCA	5.489	3.407	7.202	7.594	23.347
PCDH1	0.832	2.859	1.233	4.382	2.652
DKFZp761E198	0.165	0.202	0.256	0.256	0.484
DMRTC1B	0	0	0	0	0
DNAH12	0.054	0	0.064	0.166	0.063
DNAH14	0.755	0.284	0.785	1.083	3.764
DNAH2	0.046	0.029	0.003	0.087	0.022
PCDH17	0.092	0.144	0.377	5.469	0.396
DNAH3	0.027	0.087	0.057	0.052	0.012
PCDH7	0.443	1.445	3.395	6.647	0.419
PCDHA12	0	0.01	0	0.091	0.089
PCDHA2	0	0.01	0	0.289	0.035
PCDHA7	0.015	0.043	0	0.112	0
PCDHAC2	0.037	0.055	0.025	1.205	0.025
PCDHB10	0.214	0.292	0.154	1.162	0.142
PCDHB11	0.427	0.322	0.331	0.579	0.278
PCDHB16	1.235	0.619	1.622	2.108	0.974
PCDHB2	0.162	0.132	0.321	0.444	0.19
PCDHB9	0.183	0.134	0.172	0.359	0.167
PCDHGA1	0.089	0.062	0.52	0.291	0.023
PCDHGA10	0.633	0.534	1.614	1.796	0.915
PCDHGA12	0.377	0.352	0.772	1.008	0.261
PCDHGA2	0.238	0.118	0.716	0.941	0.186
PCDHGA3	0.088	0.103	0.764	0.639	0.141
PCDHGA6	0.389	0.366	0.744	1.049	0.415
PCDHGA9	0.295	0.207	0.72	2.681	0.544
PCDHGB6	1.029	0.679	1.378	1.615	0.7
PCDHGB8P	0.428	0.573	0.794	0.346	0.432
PCDHGC4	0.014	0.246	0.128	1.188	0.021
PCDHGC5	0.042	0.185	0.332	6.825	0.07
PCGF3	1.141	2.002	1.659	1.726	1.695
PCGF6	1.282	1.27	0.604	1.077	1.156
PCIF1	0.395	0.515	0.56	0.59	0.577
PCLO	1.235	0.742	0.648	16.085	2.993
PCMT1	19.282	10.535	36.746	71.56	13.876
PCOLCE2	29.684	1.818	15.109	0.635	3.029
PCP4	0.066	13.089	3.42	159.055	54.089
PCP4L1	0.052	1.228	0.157	6.253	0.117
PCSK1	0.196	0.183	0.188	2.556	0.11
PCSK1N	0	0.026	0.019	3.738	2.496
PCSK5	2.894	5.197	1.764	2.375	2.673
PCYOX1L	0.547	0.978	1.045	3.654	1.032
PCYT2	2.566	1.217	1.844	3.422	4.266
PDAP1	12.389	9.928	23.531	17.363	15.118
PDCD11	1.889	2.561	2.545	2.563	2.52
PDCD4	38.54	49.751	33.035	27.842	23.686
PDCL2	0	0	0	0	0
PDE10A	0.508	0.3	3.862	2.305	3.525
PDE2A	0.676	0.255	0.289	2.742	0.319
PDE4B	2.917	1.103	7.117	19.615	1.247
PDE4D	0.614	1.919	7.8	3.94	6.037
PDE6B	0.172	0.157	0.389	2.521	1.127
PDE6H	0.051	0	0	0.052	0
PDE7A	1.265	1.624	5.911	1.269	3.921
PDF	0	0.022	0	0	0
PDGFB	0.942	0.508	0.721	0.733	0.733
PDGFRB	3.914	1.022	2.336	0.915	1.321
PDHX	3.328	1.494	6.888	6.26	3.61
PDIA3	19.454	13.943	32.083	19.714	28.437
PDIA3P	20.171	16.465	22.496	19.279	21.403
PDK1	2.407	1.697	6.412	1.689	1.337
PDLIM1	3.416	10.35	10.445	0.888	2.159
PDLIM3	0.198	3.045	13.591	0.725	0.333
PDLIM4	0.084	0.319	0.291	0.47	0.307
PDLIM5	1.406	1.197	27.081	0.96	1.257
PDP1	1.601	0.896	9.884	11.549	4.017
PDP2	3.749	0.96	0.891	2.622	3.882
PDPN	0.363	0.636	3.317	2.103	0.24
PDSS2	1.292	0.977	2.351	1.333	3.529
PDX1	0.014	0.05	0.007	0.015	0
PDZD11	3.566	2.311	5.506	6.751	6.056
PDZD8	3.905	3.699	6.015	10.378	10.853
PDZK1IP1	0	0.23	0	0	15.119
PDZRN3	4.995	3.782	7.993	2.149	1.791
PEBP1	16.747	7.433	39.184	62.514	72.087
PEF1	6.249	4.839	8.024	13.085	7.105
PELI3	0.482	0.291	0.149	1.712	0.318
PELO	0.591	0.282	0.6	0.519	0.832
PER3	4.31	3.702	3.675	9.107	4.095
PERP	3.082	2.493	7.91	0.881	3.656
PET112L	0.657	0.652	0.964	1.696	1.134
PEX11B	0.388	0.495	0.313	1.059	0.587
PEX11G	0.035	0.073	0	0.036	0.279
PEX19	9.027	2.334	3.841	6.516	3.972
PEX5	2.099	1.297	1.951	4.688	3.787
PF4	0.077	0	0.078	0	0
PFAS	0.771	0.95	0.665	0.929	1.367
PFDN5	32.928	11.972	33.265	35.35	23.176
PFKFB1	6.018	0.089	0.086	0.109	0.417
PFKL	0.929	2.004	0.663	2.14	2.258
PFKP	0.912	1.995	5.252	9.313	2.041
PGA5	0	0	0	0	0
PGAM1	12.575	8.268	16.583	29.805	14.563
PGAM2	0	0	4.617	0.354	0.065
PGAM5	0.739	1.1	0.751	1.367	0.98
PGAP2	0.346	0.769	0.568	0.462	0.832
PGBD5	0.053	0.022	0.281	2.464	0.167
PGCP	12.124	5.194	6.45	6.775	12.273
PGM5	1.089	6.017	9.941	0.465	1.322
PGS1	0.486	0.728	0.408	0.761	0.372
PHACTR3	0	0.155	0.397	10.638	0.06
PHACTR4	1.667	3.378	3.013	1.995	5.054
DVWA	0	0.034	0.041	0	0
PHB2	3.475	3.541	3.726	3.532	4.557
PHC1	0.915	1.167	1.552	1.274	1.225
PHC2	1.498	1.58	2.787	2.358	2.408
PHC3	3.631	2.808	4.007	4.38	4.932
PHEX	0.051	0.036	0.046	0.238	0.058
PHF1	0.621	1.164	0.997	1.074	0.754
PHF13	0.69	0.455	0.594	0.836	0.414
PHF14	7.131	4.435	4.79	12.893	6.053
PHF15	0.915	1.922	2.244	2.761	2.613
PHF16	1.66	1.126	1.735	1.068	1.857
PHF19	0.186	0.286	0.075	0.268	0.019
PHF2	0.632	1.149	0.878	1.084	0.669
PHF8	1	1.647	1.674	1.489	2.106
DYDC2	0.06	0.014	0.081	0.843	0.151
PHYHIP	0.143	0.393	0.196	14.749	0.256
PI16	2.532	1.409	1.396	0.727	0.127
PI4K2A	1.535	0.442	1.296	1.811	1.258
PI4KA	1.342	1.667	1.074	13.457	1.434
PICK1	0.566	0.757	0.963	1.665	1.437
PIGA	0.461	0.183	0.898	1.08	0.717
PIGC	3.356	2.176	3.812	3.617	5.348
PIGF	0.843	0.204	2.123	0.334	0.802
PIGG	1.763	2.382	1.314	2.087	2.636
PIGK	2.779	0.956	6.518	5.014	5.725
PIGN	1.026	1.109	1.263	1.169	1.592
PIGO	0.397	0.55	0.257	0.736	0.853
PIGS	2.837	1.692	4.62	3.772	5.776
EIF1AX	12.688	7.939	19.984	19.24	17.662
PIGW	0.537	0.376	0.827	0.739	1.25
PIK3C2G	0	0.011	0	0.07	1.248
PIK3CB	5.794	4.114	6.881	10.649	10.935
PIK3CD	0.183	0.285	0.158	0.238	0.267
PIK3IP1	11.002	5.265	2.283	7.426	2.906
PIK3R2	1.156	2.69	1.681	6.187	2.015
PIK3R6	0.242	0.161	0.074	0.062	0.018
PILRB	1.637	4.172	1.142	1.161	3.809
EIF2AK4	4.537	1.913	3.781	4.09	3.771
PIP4K2C	0.511	0.918	0.424	2	1.957
PIPOX	0.137	0.437	0.147	1.398	10.27
PITPNB	17.839	10.18	25.614	35.973	12.037
PITPNM1	0.035	0.213	0.15	0.278	0.224
PITPNM3	0.052	1.15	0.095	4.234	0.19
EIF3A	76.562	24.58	102.072	61.116	64.329
PKD1L2	0.182	0	0.033	0	0.011
PKD2	4.692	2.019	4.775	2.548	7.265
PKD2L2	0.033	0	0.008	0.017	0.059
PKIB	0.078	4.331	0.149	1.737	0.524
PKIG	5.441	6.38	14.238	8.919	7.096
PKNOX2	0.207	0.469	0.76	2.936	0.268
PLA1A	0.272	0.103	0.425	1.599	1.639
PLA2G12A	1.151	0.978	2.657	2.222	2.869
PLA2G15	0.728	0.349	0.76	0.598	0.981
ELP2P	0.014	0.01	0.056	0.198	0.069
PLA2G4A	3.649	0.755	1.121	0.854	1.646
PLA2G4E	0	0.01	0.015	0	0
PLA2R1	0.911	1.134	0.902	0.606	5.179
PLAG1	0.096	0.06	0.396	0.198	0.37
PLAGL2	0.247	0.696	0.636	0.301	0.81
PLAT	1.476	2.567	2.709	1.124	7.771
PLB1	0.102	0.107	0.188	0.097	0.033
EPB41L3	21.201	6.484	14.202	60.133	22.39
PLCG2	1.965	1.831	0.976	0.804	5.898
PLD1	2.87	3.151	8.272	4.371	5.11
PLD2	0.518	0.422	0.226	0.491	0.385
PLD5	0.108	0	0.219	1.236	0.109
EXOC3L	0.015	0.062	0.037	0.121	0.007
PLEKHA3	1.562	0.864	2.695	2.916	2.245
PLEKHA5	0.627	0.413	2.378	1.275	8.307
PLEKHA6	0.591	4.886	1.277	4.972	6.856
PLEKHA7	0.535	1.504	1.692	0.678	4.138
FABP9	0.552	0	0	0	0
PLEKHF2	1.827	1.271	1.758	1.332	4.935
PLEKHJ1	0.242	0.825	0.721	0.624	1.831
PLEKHM3	0.771	0.566	0.732	2.164	0.836
PLG	0	0.107	0.14	0.032	11.607
PLIN5	0.406	0.042	0.664	0.264	0.668
PLK2	7.529	2.308	13.662	32.108	3.668
PLOD2	14.583	2.651	6.438	2.702	6.32
PLP2	16.562	35.07	53.779	4.69	9.38
PLS1	0.04	2.819	0.106	0.542	2.519
PLVAP	24.894	6.44	11.057	1.415	9.8
PLXNA2	0.536	1.427	0.81	2.632	0.774
FAM12A	0	0	0	0	0.211
PLXNB2	1.75	2.467	2.01	1.164	5.354
PLXNC1	1.198	0.974	1.114	4.166	0.485
PMCH	0	0	0	0.05	0
PMFBP1	0.1	0.238	0.061	0.155	0.197
PMP2	0.072	0.462	0.193	47.07	0.13
PMS2	0.712	0.589	0.243	1.563	1.321
PMS2L11	0.021	0.015	0	0	0.042
PMS2L3	2.448	3.291	1.678	2.829	4.87
PNLIP	0.809	0.034	0	0	0
PNMA1	5.585	3.853	3.908	35.883	6.77
PNMA2	0.136	1.151	1.235	53.027	1.664
PNMA3	0.01	0.089	0.229	3.01	0.124
PNMA6A	0.129	0.26	0.074	1.034	0.693
PNPLA1	0.016	0.098	0	0	0.071
PNPLA5	0.029	0.01	0	0	0.007
PNRC1	13.101	9.03	16.3	13.713	9.431
PODXL	1.829	1.594	6.508	5.331	19.043
POGK	2.364	2.383	2.468	4.83	2.989
FAM18A	0.077	0.154	0.089	0.374	0.078
POLA2	0.623	1.049	0.414	0.642	0.277
POLD3	1.392	0.975	0.989	1.569	2.054
POLDIP2	1.944	1.295	1.96	2.563	2.802
POLDIP3	1.009	1.905	1.208	2.263	1.85
POLE	0.609	1.374	0.397	0.217	0.35
POLE2	0.348	0.365	0.243	0.179	0.176
POLE3	6.542	5.388	7.829	8.878	5.008
POLE4	14.139	9.089	9.535	10.289	9.324
POLL	0.274	0.672	0.209	0.41	0.339
POLR2B	10.61	7.904	23.76	21.189	16.488
POLR2E	2.908	1.471	1.067	2.115	1.98
POLR2G	1.363	0.739	1.161	2.723	1.11
POLR2L	31.055	8.993	15.148	14.29	10.595
POLR3D	1.485	1.68	2.687	2.239	1.317
POLR3GL	43.056	17.504	49.013	32.263	14.849
POLR3H	0.274	0.322	0.251	0.419	0.482
POLRMT	0.29	0.379	0.26	0.459	0.551
FAM19A4	0.016	0.092	0	0.781	0.042
POM121L8P	0.01	0.07	0.017	0.005	0.022
PON2	1.665	0.575	2.119	4.627	2.085
PON3	0.031	0.237	0.188	0.382	0.467
POPDC2	0.022	1.111	33.576	0	0.147
POR	0.367	0.484	0.291	0.546	1.18
POSTN	28.539	8.009	25.284	0.473	4.036
POTEG	0	0	0	0	0
POTEH	0	0	0	0	0
POU1F1	0	0	0	0	0.014
POU2AF1	0.048	1.069	0.025	0.037	0.128
POU6F1	0.203	0.394	0.186	1.436	0.205
PPA2	2.375	2.561	3.062	3.386	4.118
PPAP2B	6.889	1.92	10.459	6.016	11.764
PPAP2C	0.027	0.149	0.041	0.33	0.013
PPAPDC1B	0.552	0.624	0.345	0.657	0.986
PPAPDC2	0.236	0.356	0.34	0.601	0.908
PPARD	0.569	1.952	0.354	1.438	1.148
PPARG	22.637	18.867	3.128	1.382	4.232
PPBPL2	0	0	0	0	0
PPCDC	0.132	0.29	0.05	0.068	0.209
PPEF1	0	0	0.056	1.284	0.069
PPFIA3	0.008	0.283	0.043	2.04	0.063
PPFIBP2	3.114	3.315	1.23	1.777	4.087
PPIAL4A	0	0	0.028	0	0
PPIAL4C	0	0	0	0	0.024
PPIAL4D	0	0	0	0	0
PPIB	24.861	18.51	41.237	19.387	40.707
PPID	8.109	4.683	13.844	14.007	9.645
PPIF	1.135	1.403	2.864	3.048	2.528
PPIL3	1.933	1.353	2.342	4.342	2.093
PPIL4	4.302	1.97	4.836	7.618	6.328
PPM1A	4.593	2.794	5.903	8.162	5.308
PPM1G	15.451	12.852	11.741	15.522	15.611
PPM1M	0.861	0.789	0.593	0.846	0.238
PPME1	2.455	2.002	2.857	10.364	3.039
PPOX	0.258	0.316	0.087	0.311	0.228
PPP1CC	10.899	9.58	21.9	11.002	7.497
PPP1R10	4.916	10.8	5.14	7.513	10.466
PPP1R14D	0	1.868	0	0	0.073
PPP1R16A	0.032	0.158	0.074	0.133	0.334
PPP1R16B	0.499	0.564	0.429	5.116	2.64
PPP1R3B	1.823	1.313	6.441	0.702	1.977
PPP2CB	12.955	8.798	16.361	53.026	18.277
PPP2R2D	2.12	2.689	2.772	3.756	2.848
FAM21C	0.557	0.372	0.43	0.274	0.604
PPP2R5E	4.8	3.239	10.085	10.818	7.062
PPP3R1	11.183	5.406	8.303	55.519	7.827
PPP4R1	5.177	4.059	8.271	6.165	5.891
PPP4R4	0.009	0	0.092	5.838	0.115
PPP5C	5.325	13.593	31.154	32.8	15.655
PPP6C	3.387	2.208	3.857	4.764	3.919
PPPDE2	0.986	0.863	4.679	3.153	2.489
PQBP1	0.192	0.493	0.325	0.462	0.485
PRAC	0	0.336	0	0	0
PRAMEF11	0	0	0	0	0
PRAMEF2	0	0	0	0	0
PRAMEF20	0	0	0	0	0
PRAMEF3	0	0	0	0	0
PRAMEF8	0	0	0	0	0
PRAP1	0	0.617	0	0	2.423
PRB3	0	0	0	0	0.034
PRCC	1.09	1.441	1.747	2.57	1.362
PRCP	4.111	1.189	4.479	4.586	9.85
PRDM10	0.77	1.194	1.002	1.141	1.166
PRDM12	0	0	0	0.03	0.007
PRDM15	0.437	1.25	0.827	0.877	0.697
FAM66A	0	0	0	0	0.048
PRDM5	2.191	2.177	4.976	4.171	2.549
PRDM7	0.12	0.305	0.023	0.047	0.258
PRDX2	0.672	0.797	0.578	0.747	1.097
PREB	4.649	1.984	2.86	3.222	3.024
PRELP	11.012	5.046	16.251	2.642	2.707
FAM72A	0.02	0.096	0.06	0.081	0
PREX1	1.467	1.52	1.9	8.214	0.922
PRH1	0.153	0.492	0.124	0.409	0.185
PRH2	0.102	0.256	0.22	0.044	0.579
PRICKLE1	0.915	0.877	2.599	4.579	1.225
PRICKLE3	0.387	0.711	0.609	0.057	0.102
PRIMA1	0.04	0.627	0.434	0.581	0.071
PRKAA1	7.38	5.068	7.762	5.687	9.758
PRKAB1	0.398	1.221	0.575	0.836	3.305
PRKACG	0	0	0	0	0.012
FAM72B	0.062	0.011	0	0.016	0.039
PRKAR2B	48.425	2.641	5.647	11.56	2.294
PRKCI	0.534	0.732	1.382	1.676	2.008
PRRT2	0.114	6.952	0.036	2.096	1.04
PRKCZ	0	1.979	0.465	3.209	0.813
PRKRIP1	1.532	1.804	1.103	2.71	2.21
PRKY	0.229	0.046	0.282	0.058	0.128
PRLR	0.118	0.347	0.103	2.838	5.703
FAM7A2	0	0	0	0	0
PRMT1	3.277	5.407	7.008	7.148	3.899
PRMT10	3.763	1.908	2.951	5.529	5.621
PRMT5	3.664	4.507	7.324	8.96	7.688
PRMT7	0.937	0.85	0.546	0.967	0.737
PRMT8	0	0	0.048	2.314	0.008
