GENE	Sample01	Sample02	Sample03	Sample04	Sample05	Sample06	Sample07	Sample08	Sample09	Sample10
CDH13	4.0856	2.5830	3.8874	1.6944	2.0530	2.5278	0.8143	2.2038	1.8854	1.9506
CDH15	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
CDH16	1.9424	1.9424	0.0000	1.9424	0.0000	2.9136	4.8560	0.0000	1.9424	0.9712
CDH17	2.2591	4.4912	4.4852	11.2005	13.4286	2.2601	5.6203	8.9554	4.4912	2.2511
CDH23	0.0998	0.1334	0.1448	0.0730	0.0932	0.1219	0.0850	0.1406	0.1394	0.1795
CDH3	0.2511	0.4099	0.2409	0.1830	0.0646	0.3862	0.4976	0.1763	0.2947	0.2067
CDH6	6.6998	7.3635	1.8091	6.2749	0.9104	9.7954	15.0016	1.5597	7.0527	4.4855
CDK13	2.7871	2.9685	2.9209	2.6469	2.6475	2.8658	2.8251	2.8058	2.8119	2.7831
CDK14	3.8739	5.3374	4.8660	2.3764	2.2375	4.5951	4.1915	3.7545	4.0464	3.8837
CDK18	5.7291	4.8992	5.8550	3.3949	3.6724	4.4186	3.0133	3.9690	3.5372	3.1040
CDK5RAP1	2.3035	2.6881	2.5337	2.4314	2.4446	2.4957	2.6270	2.5499	2.4841	2.3608
CDK7	1.0852	1.0781	0.9299	0.7591	0.5580	1.1771	1.1912	0.7503	1.0221	1.0136
CDK8	4.0957	4.6382	4.7412	3.9816	4.2757	4.1805	3.9446	4.5569	4.2080	4.1653
CDKL1	0.8091	0.8586	0.2286	0.9005	0.3036	1.1993	1.8250	0.3372	0.9762	0.7703
CDKN1A	1.6296	1.2559	1.5633	1.0682	1.1455	1.3292	0.8936	1.2436	1.2497	1.4119
CDKN2A	0.0301	0.0668	0.0668	0.1340	0.1641	0.0334	0.0703	0.1171	0.0602	0.0334
CDKN2AIPNL	6.0841	5.6057	6.4851	3.3697	3.6475	5.2011	3.5177	4.5922	4.4727	4.5658
SEZ6	0.1845	0.6092	0.6126	0.1283	0.2864	0.3160	0.2081	0.5152	0.3356	0.3140
CDKN2D	1.3166	2.1802	2.3630	0.5681	0.9679	1.4309	0.8242	1.7095	1.2984	1.2609
CDR1	38.9271	96.2543	99.5439	14.6436	36.2462	61.3481	34.4809	82.2073	66.3575	78.3138
CDS2	8.7648	11.2038	11.6910	6.0226	7.0260	9.0974	7.1736	9.4540	8.5106	8.4290
CDSN	0.2670	0.1812	0.2414	0.3229	0.3587	0.1768	0.1714	0.2553	0.1838	0.1488
CDT1	0.0412	0.0523	0.0537	0.0765	0.0876	0.0391	0.0515	0.0689	0.0467	0.0342
CDX4	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
CDYL	7.3573	7.6198	7.7920	6.9266	7.1335	7.2429	6.9091	7.3775	7.1076	6.9885
CEACAM1	1.5076	2.0012	1.4988	3.8031	3.8437	1.7953	3.1434	2.7201	2.1730	1.4765
CEACAM5	1.7620	3.5109	3.5121	8.7368	10.4837	1.7645	4.3771	7.0002	3.5107	1.7702
OFD1	3.4815	3.3656	2.9322	3.1804	2.6561	3.6387	3.9905	2.7409	3.2966	3.0643
CEBPB	1.4813	1.2084	1.3454	1.0514	1.0173	1.4873	1.1582	1.2813	1.5610	2.0005
CECR5	0.6150	0.5064	0.5136	0.5940	0.5562	0.5338	0.5615	0.4732	0.4784	0.4036
CECR6	0.0863	0.2126	0.2238	0.0169	0.0660	0.1215	0.0584	0.1636	0.1174	0.1225
CEL	0.0327	0.0263	0.0171	0.0279	0.0155	0.0464	0.0494	0.0262	0.0509	0.0693
CELSR2	0.6685	1.7743	1.6753	0.2921	0.5605	1.0733	0.8074	1.2886	1.0081	0.9326
CENPE	0.5432	0.5308	0.5968	0.5469	0.6087	0.5635	0.4728	0.6581	0.6538	0.8017
CENPI	0.1814	0.2923	0.2881	0.4222	0.4977	0.2456	0.3071	0.4472	0.3541	0.3809
CENPJ	0.9227	0.9642	1.0426	0.7377	0.8036	0.8831	0.7322	0.9092	0.8554	0.8793
CENPK	0.4669	0.5231	0.5727	0.9543	1.1005	0.4648	0.5891	0.8694	0.6493	0.6431
CENPO	1.1674	1.7893	1.7217	1.3813	1.5858	1.4348	1.4440	1.7999	1.5569	1.5433
CENPT	2.0736	3.1252	3.0266	4.5354	5.2200	2.3839	3.2584	4.3172	3.1104	2.6657
CEP152	1.4543	1.3623	1.0251	1.5478	1.1896	1.6795	2.0279	1.1817	1.6175	1.6186
CEP170	7.5013	10.0934	11.2428	3.5853	5.1292	7.8816	4.6489	8.5916	7.6082	8.5996
CEP63	7.1863	5.7316	6.3652	4.4485	4.1014	6.3541	4.9811	4.8364	5.6488	6.1525
CEP76	1.2690	1.6169	1.6169	1.2982	1.4365	1.3605	1.3126	1.5658	1.3807	1.3206
CEP97	2.3308	3.1954	3.2846	1.3003	1.5635	2.5235	1.8861	2.4887	2.2888	2.2887
CER1	0.0148	0.0422	0.0422	0.0425	0.0573	0.0211	0.0276	0.0529	0.0296	0.0211
SFRS11	23.7032	21.8527	21.2689	17.1878	14.8899	23.9244	22.1088	18.0428	21.9841	23.3331
CETN2	3.4482	4.8390	4.1100	2.4412	2.0922	4.3793	4.3842	3.4150	3.9506	3.8339
CETN3	10.4988	12.5531	12.6929	8.2289	8.8096	11.0383	9.6418	10.9573	10.5451	10.5862
CFC1B	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
CFL2	9.2915	3.9944	6.9462	4.5390	4.7223	5.1731	1.9184	3.8239	3.7666	3.9903
CG030	1.1694	1.0034	0.8096	1.2035	0.9511	1.1828	1.4379	0.8237	1.0512	0.8996
CGB	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
CGB8	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
CGGBP1	3.5430	3.0420	3.1166	2.3359	2.0321	3.3294	2.8979	2.4287	2.9346	3.0590
CGN	2.7566	4.1110	2.6236	7.3864	7.1322	3.5569	6.7446	4.9042	3.9818	2.0575
SFRS13A	5.2734	5.2248	5.3946	3.9220	3.8652	5.1213	4.4672	4.5182	4.7344	4.8225
CHAC1	0.0642	0.1203	0.1073	0.0286	0.0317	0.0868	0.0759	0.0756	0.0725	0.0621
CHAD	1.0286	1.3359	0.7761	1.7729	1.4458	1.3509	2.1639	1.1347	1.2715	0.8064
CHCHD2	2.7129	2.2667	2.3611	2.0383	1.8573	2.4380	2.2151	1.9242	2.1529	2.1055
CHD1L	2.8602	3.9052	3.5870	3.5471	3.7365	3.4144	3.7591	3.9225	3.6206	3.4754
CHD4	13.8714	13.2965	13.9607	11.3950	11.4571	12.9756	11.6629	12.1384	12.1147	11.9079
SFRS13B	0.3016	0.6204	0.5980	0.1429	0.2187	0.4121	0.3115	0.4525	0.3778	0.3567
CHD6	4.0675	4.9212	4.9358	3.2924	3.5161	4.2825	3.8258	4.2871	4.0766	3.9971
SFRS15	5.9885	5.8303	5.8459	5.1516	4.9776	5.8061	5.5620	5.2293	5.4183	5.2508
CHD8	4.0379	4.8689	4.6849	3.5087	3.5629	4.4050	4.2160	4.2508	4.2335	4.1571
CHEK1	0.6243	0.7304	0.7226	0.8901	0.9640	0.6602	0.7501	0.8692	0.7456	0.7118
CHERP	0.7353	0.9538	0.8874	0.7058	0.7189	0.8174	0.8396	0.8173	0.7736	0.6892
SFRS16	0.7975	1.0301	0.9493	1.3990	1.5002	0.9389	1.1916	1.3131	1.1309	1.0852
CHGB	34.8837	80.0182	78.9568	13.3848	26.3753	48.7821	33.1549	58.2631	44.5884	41.1999
CHIA	0.0135	0.0027	0.0081	0.0054	0.0054	0.0054	0.0000	0.0027	0.0027	0.0027
CHIC1	0.9861	1.3917	1.3175	0.6468	0.6764	1.1162	0.9978	1.0145	0.9741	0.8683
CHIC2	1.0824	0.8801	0.8781	0.8387	0.7214	0.9906	0.9530	0.7287	0.8685	0.8407
CHMP1A	0.4935	0.5799	0.4607	0.5193	0.4373	0.5818	0.6933	0.4654	0.5389	0.4749
CHMP4B	27.1443	23.6437	27.4193	22.8217	24.5859	22.2302	18.4398	23.3486	20.5695	19.1607
CHMP5	33.6245	31.3349	29.4579	22.7254	18.2910	32.6258	31.3675	21.8703	26.9249	24.5355
CHRFAM7A	0.0336	0.0579	0.0605	0.0151	0.0242	0.0379	0.0244	0.0435	0.0335	0.0306
CHRM1	0.1852	0.7354	0.7354	0.0135	0.1987	0.3677	0.1893	0.5583	0.3704	0.3677
CHRM4	0.0724	0.2712	0.2686	0.0291	0.0963	0.1382	0.0843	0.2147	0.1422	0.1356
CHRNA2	0.0391	0.0716	0.0716	0.0833	0.1026	0.0475	0.0590	0.0922	0.0620	0.0529
CHRNA4	0.0538	0.1666	0.1510	0.0201	0.0427	0.0989	0.0786	0.1155	0.0920	0.0833
CHRND	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
CHST10	0.5000	0.9334	1.0076	0.2550	0.4582	0.5903	0.3415	0.7842	0.5794	0.5901
CHST5	0.1618	0.2744	0.2710	0.5732	0.6764	0.1783	0.3282	0.4870	0.2920	0.2103
CHSY3	1.3133	1.3271	1.6201	0.6834	0.8848	1.1874	0.6413	1.2467	1.1575	1.3841
CHTF8	8.2184	7.8876	7.5198	6.8484	6.1426	8.3865	8.2480	6.8136	7.8416	7.9605
CIAPIN1	0.7444	0.7892	0.7088	0.7806	0.7230	0.7728	0.8713	0.6986	0.7216	0.6240
CIB3	0.0056	0.0056	0.0056	0.0056	0.0056	0.0112	0.0084	0.0112	0.0168	0.0280
SFRS2B	1.8019	1.8447	1.6069	1.5753	1.3191	1.9159	2.0674	1.4428	1.7125	1.5716
CIDEC	2.3032	2.1567	2.2443	2.3438	2.3813	4.1701	3.1484	4.2476	6.1709	10.1344
CIITA	0.2380	0.2738	0.2396	0.3201	0.3123	0.2892	0.3366	0.3077	0.3232	0.3432
CIR1	13.8612	8.9551	9.5209	8.5524	6.4145	11.4748	10.1076	6.4148	9.1529	9.0337
CISD1	4.9792	3.6810	4.0584	2.6451	2.1641	3.9666	3.1534	2.3973	2.9128	2.5320
CISD3	0.4882	0.4010	0.3650	0.5775	0.5217	0.4495	0.5515	0.4035	0.4224	0.3445
CKAP5	8.5844	11.1138	11.7978	5.2951	6.4459	9.0023	6.5760	9.3661	8.5084	8.8721
CKM	28.9730	5.8174	17.3832	11.6063	11.5943	11.6288	0.0548	5.8219	5.8504	5.8774
CKMT1B	0.3104	0.7412	0.7308	0.6335	0.8385	0.4139	0.4829	0.8291	0.5070	0.3753
CLCA4	1.2062	2.5764	2.5764	5.6210	6.8272	1.2882	2.8925	4.7428	2.4124	1.2882
CLDN10	0.8400	1.0716	0.3088	0.7628	0.0772	1.2986	1.9842	0.2316	0.9172	0.5358
CLDN11	4.1494	13.0487	13.2397	1.4902	4.6949	6.9454	3.9436	10.3874	7.0605	6.9825
CLDN15	0.0912	0.1443	0.1237	0.3036	0.3361	0.1190	0.2105	0.2474	0.1793	0.1509
SFRS3	9.7725	10.6029	10.2691	9.2266	9.1282	10.6652	10.3942	10.2757	10.8645	11.6163
CLDN2	3.2409	3.4551	0.3509	3.1968	0.1682	4.8734	7.9122	0.3053	3.3387	1.8025
CLDN3	0.1760	0.3202	0.2824	0.7138	0.8142	0.1979	0.4355	0.5498	0.3142	0.1601
CLDN8	1.3606	1.3826	0.0440	1.4486	0.1320	2.0299	3.4015	0.0880	1.3826	0.6913
CLDND2	0.0220	0.0326	0.0212	0.0644	0.0636	0.0277	0.0550	0.0424	0.0326	0.0163
CLEC16A	1.7422	2.0028	1.8426	1.6835	1.6145	1.8468	1.9621	1.7107	1.7130	1.5060
CLEC18A	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
CLEC3A	0.0134	0.0134	0.0000	0.0134	0.0000	0.0201	0.0335	0.0000	0.0134	0.0067
CLEC4F	0.1022	0.0894	0.1120	0.1771	0.2063	0.0714	0.0879	0.1445	0.0892	0.0646
CLEC7A	4.2537	3.0688	4.0008	2.7706	3.0187	3.2538	2.0639	3.1011	3.0030	3.3356
CLECL1	0.2139	0.3567	0.3393	0.3561	0.4155	0.2873	0.3216	0.4256	0.3541	0.3650
CLIC1	65.7021	50.3037	52.9313	65.6960	62.4002	58.7549	59.5339	54.4011	57.9869	58.6948
CLIC5	11.7753	4.2037	6.7609	6.4515	5.2775	6.7152	4.2923	3.1978	4.3215	3.6885
CLIC6	1.9713	2.8385	3.1675	1.3373	1.9023	2.0777	1.3360	2.6480	2.1179	2.2726
CLK3	1.2133	1.3197	1.3607	1.5128	1.6408	1.1878	1.2604	1.4909	1.2709	1.1847
CLMN	1.9582	2.5215	1.6213	2.6540	2.0775	2.5764	3.6385	1.9576	2.3785	1.8211
CLN3	0.4798	0.5436	0.4490	0.8195	0.8017	0.5460	0.7593	0.6475	0.6074	0.5276
CLNS1A	24.6503	30.5224	32.1204	18.1633	21.0218	25.7359	20.4748	27.3028	25.0684	26.0703
CLOCK	8.0222	7.6440	8.0958	5.0924	4.9480	7.5825	6.1253	6.2536	6.7804	7.0659
CLPB	0.9114	1.3534	1.2184	0.6176	0.6074	1.1371	1.0630	0.9918	1.0354	1.0009
CLPTM1	4.8197	6.0322	5.5618	4.5269	4.4778	5.3545	5.5159	5.1216	5.0490	4.5961
CLRN1	0.0117	0.0065	0.0039	0.0078	0.0026	0.0104	0.0130	0.0013	0.0065	0.0039
CLSTN3	2.0556	5.0786	4.5582	1.3738	1.9112	3.3198	2.9597	3.7474	3.1562	2.8636
CLTA	8.1810	11.3822	10.6232	7.3761	7.7245	9.9980	9.6056	10.0879	10.0696	10.4108
CLTCL1	0.6694	0.5363	0.6823	0.4204	0.4769	0.5375	0.3303	0.5316	0.5057	0.5722
CLUAP1	7.3196	9.6256	9.1770	5.3779	5.5175	8.3556	7.5629	7.7295	7.8134	7.7654
CLUL1	0.3932	0.9322	0.7790	0.1832	0.2050	0.6468	0.6100	0.5780	0.5582	0.4786
CLVS2	1.0659	4.2148	4.2148	0.1103	1.1744	2.1101	1.0994	3.2176	2.1336	2.1155
SFRS5	39.7960	51.3181	49.2193	47.7918	51.3547	45.5441	47.9257	53.5206	48.9947	48.7508
CMIP	4.5818	8.4079	7.9907	4.4526	5.4871	5.9695	5.6003	7.3244	6.0173	5.5280
CMPK1	35.8028	27.8299	28.8693	27.2371	23.8922	32.5563	29.8925	24.5511	29.5535	30.7982
CMPK2	0.6455	0.5598	0.6676	0.3014	0.3233	0.5449	0.3314	0.4487	0.4660	0.5123
CMTM8	0.5791	0.4813	0.4757	0.4050	0.3350	0.5501	0.5084	0.3819	0.4845	0.4992
CNGB3	0.0203	0.0194	0.0194	0.0388	0.0413	0.0194	0.0270	0.0303	0.0244	0.0218
CNIH	2.3347	2.1404	2.2240	2.0203	1.9808	2.1527	2.0257	1.9800	2.0024	1.9225
CNIH2	0.2450	0.9432	0.9348	0.0374	0.2656	0.4800	0.2663	0.7156	0.4816	0.4716
CNKSR1	0.1604	0.3091	0.2811	0.6083	0.7064	0.1850	0.3743	0.4987	0.2851	0.1549
CNN3	31.0353	32.8514	30.5240	21.7819	18.7294	32.6026	31.0993	24.3950	28.5762	27.6742
CNOT10	2.0158	2.0300	1.9592	1.8516	1.7610	2.0330	2.0492	1.8334	1.9256	1.8566
CNOT3	1.6824	1.7944	1.7338	1.8548	1.8638	1.6801	1.8190	1.7556	1.6444	1.4581
CNOT6L	3.1837	2.9308	2.6850	2.7584	2.3499	3.2441	3.3673	2.4775	2.9862	2.9461
CNPY1	0.0154	0.0546	0.0546	0.0175	0.0329	0.0273	0.0207	0.0497	0.0308	0.0273
CNR2	0.0163	0.0137	0.0179	0.0332	0.0390	0.0100	0.0145	0.0253	0.0137	0.0079
CNRIP1	0.4181	0.7675	0.7993	0.3272	0.4794	0.5872	0.4145	0.7671	0.6795	0.8305
CNTD2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
CNTN1	7.4582	26.7109	26.2581	1.1897	7.1774	14.0676	8.1775	19.8977	13.8525	13.5455
CNTN2	0.9116	3.4343	3.4465	0.0967	0.9538	1.7383	0.8993	2.6135	1.7443	1.7322
SGIP1	1.0685	3.0947	2.9947	0.2995	0.8605	1.7826	1.1768	2.2504	1.6925	1.6271
CNTNAP2	1.1031	4.2033	4.2067	0.2348	1.2970	2.1168	1.1525	3.2569	2.1513	2.1043
CNTNAP4	1.0906	4.3023	4.2971	0.0560	1.1269	2.1703	1.1155	3.2552	2.1853	2.1930
CNTROB	1.4131	1.8282	1.6862	1.9516	2.0521	1.6830	1.9167	2.0249	1.8808	1.8788
COBLL1	10.4448	10.1741	4.9539	9.4634	3.9881	14.7688	18.7650	6.1888	13.6331	14.7137
COBRA1	0.6366	0.7092	0.7534	0.6930	0.7738	0.6007	0.5823	0.7408	0.6096	0.5495
COCH	0.7103	1.5636	1.4060	0.3626	0.4797	1.0794	0.9253	1.0885	0.9870	0.9248
COG2	4.7879	4.2974	4.4526	4.1714	4.0431	4.4664	4.2149	4.0557	4.2236	4.2004
COG3	3.6229	3.4897	3.2263	3.5815	3.2605	3.6029	3.9314	3.1106	3.3375	2.9978
COG8	0.3134	0.3602	0.2802	0.3290	0.2694	0.3626	0.4422	0.2774	0.3258	0.2706
COIL	3.7316	3.9605	3.8391	3.2315	3.1212	3.7973	3.7150	3.4307	3.5349	3.3642
COL10A1	0.1586	0.1380	0.0726	0.1334	0.0562	0.1789	0.2416	0.0542	0.1308	0.0895
COL14A1	8.5192	5.5203	6.3761	8.0312	7.6585	7.5086	6.8718	6.8772	7.8957	9.2719
COL17A1	0.4217	0.8233	0.8273	1.9917	2.3917	0.4192	1.0038	1.6076	0.8111	0.4133
COL23A1	0.3619	0.1447	0.2411	0.2198	0.2108	0.2005	0.1144	0.1407	0.1419	0.1250
COL24A1	0.5304	0.6935	0.7649	0.4288	0.5473	0.5394	0.4003	0.6718	0.5509	0.5709
SH2D4B	0.0047	0.0093	0.0103	0.0010	0.0032	0.0054	0.0022	0.0071	0.0049	0.0049
COL3A1	38.0757	25.9266	32.6826	41.1114	43.6617	37.8444	31.1499	43.3047	48.1068	65.9556
COL5A3	0.9970	0.8873	1.0353	0.9274	1.0225	1.2565	0.9192	1.3766	1.6679	2.4902
COL6A1	10.6580	6.5398	8.5722	9.8554	10.1804	9.3542	7.3153	9.6914	10.7862	14.1400
COL6A2	4.9052	3.9146	4.6680	6.6186	7.2546	4.9369	4.6764	6.5880	6.4778	8.2253
COL6A3	20.0912	11.5919	16.3781	17.9050	19.0859	17.4258	12.2618	18.6832	20.8353	28.7361
COL6A4P2	0.0633	0.0635	0.0413	0.0550	0.0316	0.0704	0.0914	0.0321	0.0527	0.0341
COL6A6	0.7815	0.2498	0.5140	0.3837	0.3822	0.4218	0.1389	0.2870	0.3266	0.4022
COL8A2	0.0725	0.0873	0.0965	0.0524	0.0642	0.0781	0.0555	0.0875	0.0833	0.0996
COL9A1	0.1293	0.4136	0.4086	0.0861	0.1838	0.2202	0.1535	0.3392	0.2272	0.2080
COL9A2	0.0917	0.2310	0.2034	0.0925	0.1186	0.1587	0.1547	0.1928	0.1662	0.1623
COLEC10	0.2180	0.2995	0.3217	0.1319	0.1722	0.2187	0.1544	0.2429	0.1963	0.1812
COMMD2	7.8910	8.4233	8.2077	6.3477	6.0994	8.3044	7.7531	7.3179	7.9045	8.1581
COMMD5	0.2962	0.2855	0.3175	0.2989	0.3272	0.2776	0.2484	0.3215	0.2943	0.3123
COPB2	15.6836	14.4140	14.2346	13.0674	11.9972	15.6109	14.9141	13.0482	14.8468	15.5125
COPG2	3.2127	4.5955	4.5849	2.7158	3.1606	4.4154	3.5830	4.8383	5.1355	6.6059
COPS4	2.7465	3.1111	3.3033	1.5178	1.6612	2.7306	2.0117	2.4591	2.4447	2.5433
COPS7A	1.4052	1.7852	1.6880	0.9089	0.8815	1.6041	1.4207	1.3575	1.4654	1.4925
COPS8	11.1780	14.3287	15.4145	6.4310	7.9983	11.5080	8.0388	11.9120	10.7361	11.2087
COPZ2	5.6734	4.2307	4.7425	4.8218	4.6477	5.9022	4.8760	5.3690	6.7137	9.0033
COQ4	1.3026	1.1418	1.0300	1.3380	1.1698	1.2845	1.4531	1.0520	1.2026	1.1073
COQ5	2.5715	2.8222	2.6550	2.3185	2.2088	2.8505	2.8130	2.5790	2.8266	2.9797
CORO7	0.1075	0.1245	0.1299	0.0949	0.1049	0.1083	0.0957	0.1178	0.1067	0.1056
COX18	0.5852	0.4767	0.4521	0.4151	0.3226	0.5417	0.5330	0.3417	0.4463	0.4106
COX4NB	3.5681	2.9958	3.3586	2.3436	2.2979	3.0282	2.3957	2.5107	2.6064	2.5612
COX7C	277.9957	174.0505	219.3519	179.7022	169.9026	195.9460	146.5368	147.4393	152.9409	136.3167
CPA1	0.3994	0.4696	0.4618	0.6802	0.7426	0.7247	0.6771	0.9236	1.1124	1.6811
CPA4	0.1914	0.2242	0.2178	0.2849	0.3055	0.2495	0.2631	0.3151	0.3224	0.3991
CPA6	0.1159	0.1852	0.1804	0.4425	0.5146	0.1107	0.2422	0.3418	0.1852	0.0945
CPAMD8	0.2480	0.2565	0.2029	0.1494	0.0839	0.2703	0.2879	0.1338	0.2067	0.1726
CPD	7.0371	7.2627	6.7923	5.1562	4.4832	7.4257	7.0873	5.6841	6.7131	6.7732
CPE	38.4933	105.2369	106.9731	11.9888	35.3180	60.6790	34.6548	82.9117	61.0433	63.8507
CPLX1	0.8321	2.3991	2.4307	0.2322	0.7742	1.3149	0.7430	1.8369	1.2831	1.2574
CPM	3.9104	3.3260	2.4762	3.6944	2.5866	5.0387	5.4762	3.3164	5.3856	6.7887
CPNE3	9.2526	6.3951	6.2769	6.4260	4.7739	8.0962	7.8449	4.6408	6.6113	6.3169
SILV	0.1083	0.1192	0.1158	0.1740	0.1849	0.1289	0.1477	0.1701	0.1638	0.1873
CPOX	1.7611	2.7337	2.8135	1.6267	2.0599	2.0373	1.7104	2.5980	2.1275	2.1366
CPS1	0.6349	0.6244	0.6476	0.7073	0.7376	0.6055	0.6195	0.6792	0.6240	0.6017
CPSF3	3.0255	2.9643	2.8875	2.3413	2.1357	3.0922	2.8941	2.5230	2.8857	2.9989
CPSF4	0.5285	0.6726	0.6010	0.5199	0.5024	0.6181	0.6540	0.5830	0.6002	0.5729
CPT1C	0.1529	0.4774	0.4762	0.0443	0.1512	0.2583	0.1528	0.3644	0.2542	0.2469
CPT2	1.9487	1.6542	1.3566	1.8380	1.4101	1.9348	2.2825	1.2617	1.6572	1.3954
CPVL	10.4705	5.9369	6.2227	6.7193	4.6843	8.5503	7.8848	4.2294	6.8079	6.8234
CPXM1	0.3454	0.3996	0.4108	0.2684	0.2886	0.4450	0.3495	0.4436	0.5196	0.7040
CRABP2	2.5504	4.5460	4.4928	2.9252	3.6972	4.3322	3.5752	5.5576	5.7156	7.7890
CRB2	0.0807	0.2045	0.1691	0.0611	0.0703	0.1387	0.1416	0.1402	0.1267	0.1054
CRB3	0.0197	0.0298	0.0202	0.0601	0.0606	0.0245	0.0493	0.0404	0.0298	0.0149
CRCT1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
CREBBP	3.1511	3.3215	3.2855	3.4492	3.5246	3.1753	3.3163	3.3965	3.2159	3.0694
CREBZF	2.2100	2.5345	2.2229	2.6903	2.5774	2.4914	2.9124	2.4943	2.5341	2.3679
CRELD1	1.3963	1.5115	1.6087	1.4060	1.5490	1.4101	1.2810	1.6239	1.4975	1.5904
CRELD2	1.6907	1.4777	1.6279	1.8306	1.9204	1.4566	1.4479	1.6533	1.4649	1.3587
CRHR1	0.0031	0.0124	0.0124	0.0000	0.0031	0.0062	0.0031	0.0093	0.0062	0.0062
CRHR2	0.0429	0.1008	0.1008	0.0847	0.1134	0.0607	0.0657	0.1176	0.0780	0.0703
SLC16A12	1.5308	1.5774	0.3804	1.3740	0.1708	2.1197	3.2594	0.2528	1.4526	0.8147
CRIPT	0.9313	1.3383	1.2851	0.7458	0.8206	1.0885	0.9894	1.1137	1.0415	1.0086
CRISP1	0.0197	0.0073	0.0093	0.0104	0.0062	0.0125	0.0105	0.0031	0.0073	0.0052
CRISPLD2	3.2686	2.2394	2.4128	2.7034	2.3940	2.6815	2.5805	2.0396	2.3314	2.1733
CRLF1	0.1801	0.0856	0.1352	0.0959	0.0962	0.1017	0.0502	0.0734	0.0688	0.0583
CRP	6.0529	3.5274	4.7038	7.4728	7.8963	3.6976	4.0480	4.9761	3.5384	2.2316
CRY1	2.5140	2.3845	2.4355	1.5930	1.4525	2.3410	2.0145	1.7810	1.9655	1.8565
CRYBA2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
CRYBA4	0.0092	0.0092	0.0000	0.0092	0.0000	0.0138	0.0230	0.0000	0.0092	0.0046
CRYBB3	0.0304	0.0304	0.0000	0.0304	0.0000	0.0456	0.0760	0.0000	0.0304	0.0152
CRYGD	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
CRYL1	2.3702	2.9174	1.4704	2.4127	1.1827	3.3190	4.6486	1.4693	2.7076	2.0526
CS	5.2913	3.6566	4.3584	3.6834	3.5091	4.2763	3.3510	3.4593	3.8456	4.1237
CSAD	0.6887	0.8400	0.7758	0.7453	0.7480	0.8706	0.8759	0.8906	0.9708	1.1292
CSDA	284.4078	85.1367	183.8441	134.9912	134.0687	138.4306	38.2313	87.2432	91.1721	96.7293
CSF1R	3.0466	4.4862	4.8620	2.1100	2.8954	3.7265	2.5012	4.4890	4.1618	5.1607
CSF2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
CSF3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
CSH1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
CSK	0.9347	1.0674	1.1132	1.0417	1.1550	0.9114	0.9019	1.1174	0.9362	0.8582
CSMD1	0.2082	0.7207	0.6921	0.0469	0.1906	0.3989	0.2576	0.5327	0.3931	0.3892
SLC25A18	0.6144	2.0512	2.0298	0.1528	0.6130	1.1431	0.6727	1.6006	1.1768	1.2429
SLC26A8	0.0943	0.2294	0.2184	0.1329	0.1798	0.1368	0.1390	0.2168	0.1490	0.1210
CSNK1A1	30.5690	21.2636	25.8720	20.3081	19.7589	23.6359	17.7533	19.2235	20.3014	20.5793
CSNK1D	4.3840	5.9351	5.7329	4.6201	5.0508	4.9741	4.9629	5.6513	5.0767	4.8616
CSNK1G1	1.5364	1.6578	1.4462	1.4786	1.3048	1.6900	1.8508	1.4024	1.5862	1.4964
CSPG4	0.4742	0.5378	0.5964	0.7676	0.8958	0.5051	0.5268	0.8078	0.6702	0.7533
SLC26A9	0.3949	0.2620	0.2286	0.2286	0.1185	0.3357	0.3482	0.1117	0.2226	0.1589
CSRNP2	1.5066	1.9656	2.0502	1.2379	1.4577	1.5722	1.3127	1.7809	1.5338	1.4948
CSRP3	133.1954	26.6482	79.9190	53.2850	53.2822	53.2950	0.0199	26.6540	26.6654	26.6812
CST1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
CST6	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
CST8	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
